Hydrologic Region,Utility,Stage Invoked,Date,Population,Mandatory Restrictions,Production,Production 2013,Conservation target,% Residential,GPCD,Days allowed per week,Complaints,Warnings,Penalties,Penalties Assessment Rate,Utility_name,Year,Month,Type,County,City
San Francisco Bay,East Bay Municipal Utilities District,0,2017-01-15,1390000,No,3747100000.0,4099300000.0,0.0,62.0,53.91510791366907,7.0,97,1,0,0,East Bay MUD,2017,Jan,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,0,2016-12-15,1400000,No,3767400000.0,4772000000.0,0.0,62.0,53.82,7.0,0,0,0,0,East Bay MUD,2016,Dec,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,0,2016-11-15,1400000,No,3839100000.0,5148600000.0,0.0,61.0,55.75835714285714,7.0,0,0,0,0,East Bay MUD,2016,Nov,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,0,2016-10-15,1400000,No,4689900000.0,6175000000.0,0.0,60.0,64.8373271889401,7.0,0,0,0,0,East Bay MUD,2016,Oct,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,0,2016-09-15,1400000,No,5636200000.0,6528400000.0,0.0,61.0,81.85909523809524,7.0,98,8,0,0,East Bay MUD,2016,Sep,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,0,2016-08-15,1400000,No,6007500000.0,7172300000.0,0.0,61.0,84.43721198156682,7.0,176,2,0,0,East Bay MUD,2016,Aug,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,0,2016-07-15,1400000,No,6056600000.0,7452200000.0,0.0,60.0,83.73179723502304,,197,2,0,0,East Bay MUD,2016,Jul,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,0,2016-06-15,1400000,Yes,5675900000.0,6927500000.0,0.0,61.0,82.43569047619047,2.0,188,7,0,0,East Bay MUD,2016,Jun,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,4,2016-05-15,1400000,Yes,4959300000.0,6716500000.0,0.16,60.0,68.56175115207374,2.0,166,5,30,0,East Bay MUD,2016,May,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,4,2016-04-15,1400000,Yes,4018800000.0,5417500000.0,0.16,62.0,59.32514285714286,2.0,166,2,225,0,East Bay MUD,2016,Apr,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,Stage 4,2016-03-15,1400000,Yes,3765600000.0,4927500000.0,0.16,61.0,52.92663594470046,2.0,149,2,231,0,East Bay MUD,2016,Mar,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,Stage 4,2016-02-15,1400000,Yes,3500386206.8965516,4016400000.0,0.16,61.0,54.470295566502465,2.0,176,6,174,0,East Bay MUD,2016,Feb,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,4,2016-01-15,1400000,Yes,3736400000.0,4099300000.0,0.16,62.0,53.37714285714286,2.0,209,1,387,0,East Bay MUD,2016,Jan,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,Stage 4,2015-12-15,1390000,Yes,3713800000.0,4772000000.0,0.16,62.0,53.43597122302158,2.0,166,3,709,502,East Bay MUD,2015,Dec,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,Stage 4,2015-11-15,1390000,Yes,3875900000.0,5148600000.0,0.16,61.0,56.697817745803356,2.0,307,50,491,0,East Bay MUD,2015,Nov,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,Stage 4,2015-10-15,1390000,Yes,4881000000.0,6175000000.0,0.16,60.0,67.96472499419819,2.0,673,123,3217,0,East Bay MUD,2015,Oct,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,4,2015-09-15,1390000,Yes,5060700000.0,6528400000.0,0.16,61.0,74.02942446043166,2.0,535,40,0,0,East Bay MUD,2015,Sep,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,Stage 4,2015-08-15,1390000,Yes,5250500000.0,7172300000.0,0.16,61.0,74.32826641912277,2.0,653,43,0,0,East Bay MUD,2015,Aug,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,Stage 4,2015-07-15,1390000,Yes,5148500000.0,7452200000.0,0.16,60.0,71.68948711998144,2.0,740,35,0,0,East Bay MUD,2015,Jul,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,Stage 4,2015-06-15,1390000,Yes,4778200000.0,6927500000.0,0.16,61.0,69.8969304556355,2.0,990,85,0,0,East Bay MUD,2015,Jun,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,Stage 4,2015-05-15,1390000,Yes,4657700000.0,6716500000.0,,60.0,64.8554188906939,2.0,0,0,0,0,East Bay MUD,2015,May,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,Stage 4,2015-04-15,1390000,Yes,4456900000.0,5417500000.0,,62.0,66.26565947242206,2.0,0,0,0,0,East Bay MUD,2015,Apr,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,Moderate,2015-03-15,1390000,Yes,4650200000.0,4927500000.0,,61.0,65.8301694128568,2.0,0,0,0,0,East Bay MUD,2015,Mar,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,Moderate,2015-02-15,1390000,Yes,3765900000.0,4016400000.0,,61.0,59.0236125385406,,0,0,0,0,East Bay MUD,2015,Feb,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,Moderate,2015-01-15,1390000,,4096200000.0,4099300000.0,,62.0,58.93812949640288,,0,0,0,0,East Bay MUD,2015,Jan,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,Moderate,2014-12-15,1379000,Yes,3839000000.0,4772000000.0,,62.0,55.67802755620014,,0,0,0,0,East Bay MUD,2014,Dec,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,Moderate,2014-11-15,1379000,Yes,4195399999.9999995,5148600000.0,,61.0,61.86110708242687,,0,0,0,0,East Bay MUD,2014,Nov,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,Moderate,2014-10-15,1379000,Yes,5370600000.0,6175000000.0,,60.0,75.3786053474935,,0,0,0,0,East Bay MUD,2014,Oct,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,Moderate,2014-09-15,1379000,Yes,5682900000.0,6528400000.0,,61.0,83.79427121102248,,0,0,0,0,East Bay MUD,2014,Sep,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,Moderate,2014-08-15,1379000,Yes,6222000000.0,7172300000.0,,61.0,88.78383120072984,,0,0,0,0,East Bay MUD,2014,Aug,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,Moderate,2014-07-15,1330000,Yes,6590100000.0,7452800000.0,,69.0,110.28787290807664,,0,0,0,0,East Bay MUD,2014,Jul,,Alameda,
San Francisco Bay,East Bay Municipal Utilities District,Moderate,2014-06-15,1330000,Yes,6365400000.0,7025700000.0,,69.0,110.07834586466166,,0,0,0,0,East Bay MUD,2014,Jun,,Alameda,
Central Coast,Morro Bay  City of,severely restricted ,2017-01-15,10284,Yes,23003451.0,30427517.0,0.0,70.8,51.08606952233974,2.0,0,0,0,0,Morro Bay  City of,2017,Jan,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severely Restricted,2016-12-15,10284,Yes,22579461.0,33999367.0,0.0,69.59,49.28748356325517,2.0,0,0,0,0,Morro Bay  City of,2016,Dec,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severely Restricted,2016-11-15,10284,Yes,25063428.0,33485435.0,0.0,67.55,54.87600678724232,2.0,0,0,0,0,Morro Bay  City of,2016,Nov,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severely,2016-10-15,10608,Yes,28539498.0,37234272.0,0.0,65.12,56.51523225806452,2.0,0,0,0,0,Morro Bay  City of,2016,Oct,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severly Restricted,2016-09-15,10284,Yes,28777427.0,36627545.0,0.0,65.05,60.67585979353039,2.0,0,0,0,0,Morro Bay  City of,2016,Sep,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severely restricted ,2016-08-15,10284,Yes,30608028.0,40528972.0,0.0,65.24,62.63621995708962,2.0,1,0,0,0,Morro Bay  City of,2016,Aug,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severly Restricted ,2016-07-15,10284,Yes,31975594.0,42026752.0,0.0,66.44,66.63838801771621,2.0,2,0,0,0,Morro Bay  City of,2016,Jul,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severely Restrictied,2016-06-15,10284,Yes,29421802.0,36565077.0,0.0,66.45,63.36959493387786,2.0,0,0,0,0,Morro Bay  City of,2016,Jun,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severely Restricted,2016-05-15,10284,Yes,28468458.0,33911021.0,0.12,65.2,58.222088229758725,2.0,1,1,0,0,Morro Bay  City of,2016,May,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severely restricted,2016-04-15,10284,Yes,25679413.0,28928011.0,0.12,67.4,56.0998455918579,2.0,0,0,0,0,Morro Bay  City of,2016,Apr,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severly Restricted ,2016-03-15,10284,Yes,24876688.0,31277518.0,0.12,69.0,53.841591448037036,2.0,2,2,0,0,Morro Bay  City of,2016,Mar,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severely Restricted,2016-02-15,10284,Yes,22619838.620689657,25941318.0,0.12,70.72,55.55352931235665,2.0,0,0,0,0,Morro Bay  City of,2016,Feb,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severly Restricted,2016-01-15,10284,Yes,24343394.0,30427517.0,0.12,68.3,52.15285285630042,2.0,1,1,0,0,Morro Bay  City of,2016,Jan,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severly Restricted,2015-12-15,10234,Yes,25226154.0,33999367.0,0.12,67.0,53.27442106324901,2.0,3,3,0,0,Morro Bay  City of,2015,Dec,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severly Resticted,2015-11-15,10234,Yes,28815483.0,33485435.0,0.12,64.65,60.677512082274774,2.0,3,0,0,0,Morro Bay  City of,2015,Nov,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severly Restricted,2015-10-15,10234,Yes,29133677.0,37234272.0,0.12,64.6,59.322673132568845,2.0,6,0,0,0,Morro Bay  City of,2015,Oct,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severly Restricted,2015-09-15,10234,Yes,30354644.0,36627545.0,0.12,61.4,60.705333255162536,2.0,4,4,0,0,Morro Bay  City of,2015,Sep,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severly Restricted,2015-08-15,10234,Yes,32579005.0,40528972.0,0.12,62.5,64.18162773361408,2.0,7,2,0,0,Morro Bay  City of,2015,Aug,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severly Restricted,2015-07-15,10234,Yes,32318984.0,42026752.0,0.12,63.3,64.4843465236057,2.0,4,4,0,0,Morro Bay  City of,2015,Jul,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severly Restricted,2015-06-15,10234,Yes,32189607.0,36565077.0,0.12,63.0,66.05254514363885,2.0,7,7,0,0,Morro Bay  City of,2015,Jun,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severly Restricted,2015-05-15,10234,Yes,29893170.0,36927203.0,,64.0,60.303822174030906,2.0,7,7,0,0,Morro Bay  City of,2015,May,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severely Restricted,2015-04-15,10234,Yes,29362580.0,28928011.0,,65.65,62.78592199205264,2.0,7,7,0,0,Morro Bay  City of,2015,Apr,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severly Restricted,2015-03-15,10234,Yes,29893871.0,31277518.0,,69.0,65.01658289572393,2.0,3,2,0,0,Morro Bay  City of,2015,Mar,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severly Restricted,2015-02-15,10234,Yes,25004393.0,25941318.0,,69.0,60.209076083921936,,0,0,0,0,Morro Bay  City of,2015,Feb,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severly Restricted,2015-01-15,10234,Yes,29586922.0,30427517.0,,71.0,66.21418365095475,,0,0,0,0,Morro Bay  City of,2015,Jan,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severly Restricted,2014-12-15,10234,Yes,26365763.0,33999367.0,,68.0,56.51219161933341,,0,0,0,0,Morro Bay  City of,2014,Dec,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severely Restricted,2014-11-15,10234,Yes,27062107.0,33485435.0,,67.0,59.05677705035503,,0,0,0,0,Morro Bay  City of,2014,Nov,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severely Restricted,2014-10-15,10234,Yes,32547457.0,37234272.0,,65.0,66.68425630567306,,0,0,0,0,Morro Bay  City of,2014,Oct,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severly Restricted,2014-09-15,10234,Yes,32804911.0,36627545.0,,65.0,69.45212738583807,,0,0,0,0,Morro Bay  City of,2014,Sep,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severely Restricted,2014-08-15,10461,Yes,35695596.0,40528972.0,,64.0,70.4465478227888,,0,0,0,0,Morro Bay  City of,2014,Aug,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severely Restricted,2014-07-15,10608,Yes,37625206.0,42026752.0,,61.3,70.13651072227898,,0,0,0,0,Morro Bay  City of,2014,Jul,City,San Luis Obispo,Morro Bay
Central Coast,Morro Bay  City of,Severely Restricted ,2014-06-15,10234,Yes,34544401.0,36565077.0,,66.3,74.59754368770764,,0,0,0,0,Morro Bay  City of,2014,Jun,City,San Luis Obispo,Morro Bay
South Coast,Yorba Linda Water District,Stage 1,2017-01-15,79176,Yes,206146646.77728,376553909.0412,0.0,74.0,62.15166155563074,3.0,2,0,0,0,Yorba Linda WD,2017,Jan,,Orange,
South Coast,Yorba Linda Water District,Stage 1,2016-12-15,78539,Yes,414108286.00295,516246415.7961,0.0,74.0,125.86314489418777,3.0,2,0,0,0,Yorba Linda WD,2016,Dec,,Orange,
South Coast,Yorba Linda Water District,Stage 1,2016-11-15,78539,Yes,414108286.00295,516246415.7961,0.0,74.0,130.05858305732735,3.0,2,0,0,0,Yorba Linda WD,2016,Nov,,Orange,
South Coast,Yorba Linda Water District,Stage 1,2016-10-15,78539,Yes,474586310.85415006,636550762.6445,0.0,74.0,144.24470030384373,3.0,13,0,0,0,Yorba Linda WD,2016,Oct,,Orange,
South Coast,Yorba Linda Water District,Stage 1,2016-09-15,78539,Yes,537358329.75143,728766716.4855001,0.0,74.0,168.7676033631097,3.0,15,0,0,0,Yorba Linda WD,2016,Sep,,Orange,
South Coast,Yorba Linda Water District,Stage 1,2016-08-15,71796,Yes,584492738.66698,767673376.8693001,0.0,74.0,194.33404799870476,3.0,15,0,0,0,Yorba Linda WD,2016,Aug,,Orange,
South Coast,Yorba Linda Water District,Stage 1,2016-07-15,78539,Yes,556436930.8022801,765359831.7376001,0.0,74.0,169.1221943951771,3.0,5,5,0,0,Yorba Linda WD,2016,Jul,,Orange,
South Coast,Yorba Linda Water District,Stage 1,2016-06-15,78539,Yes,475325993.59344006,711985367.995,0.0,74.0,149.28516841278244,3.0,15,0,0,0,Yorba Linda WD,2016,Jun,,Orange,
South Coast,Yorba Linda Water District,Stage 3,2016-05-15,78539,Yes,439348737.53837,686699297.2598001,0.28,74.0,133.5346711982392,1.0,30,30,0,0,Yorba Linda WD,2016,May,,Orange,
South Coast,Yorba Linda Water District,Stage 3,2016-04-15,78539,Yes,373494164.14167005,583665076.0424,0.28,74.0,117.30294565537963,1.0,24,24,1,0,Yorba Linda WD,2016,Apr,,Orange,
South Coast,Yorba Linda Water District,Stage 3,2016-03-15,78539,Yes,294253614.12381,503798891.28470004,0.28,74.0,89.43478438352156,1.0,50,28,28,0,Yorba Linda WD,2016,Mar,,Orange,
South Coast,Yorba Linda Water District,Stage 3,2016-02-15,78539,Yes,303594201.4600455,408910955.74230003,0.36,74.0,102.16021388847476,1.0,42,32,32,0,Yorba Linda WD,2016,Feb,,Orange,
South Coast,Yorba Linda Water District,Stage 3,2016-01-15,78539,Yes,258683672.35249,376553909.0412,0.36,74.0,78.62373595400625,1.0,13,97,5,0,Yorba Linda WD,2016,Jan,,Orange,
South Coast,Yorba Linda Water District,Stage 3,2015-12-15,73990,Yes,327099437.96541005,468476596.59790003,0.36,74.0,105.53020856977335,1.0,121,121,13,0,Yorba Linda WD,2015,Dec,,Orange,
South Coast,Yorba Linda Water District,Stage 3,2015-11-15,73990,Yes,382389908.09877,516246415.7961,0.36,74.0,127.48052979821138,1.0,16,62,9,0,Yorba Linda WD,2015,Nov,,Orange,
South Coast,Yorba Linda Water District,Stage 3,2015-10-15,72500,Yes,412195538.12646,636550762.6445,0.36,74.0,135.7173295722271,2.0,159,159,13,0,Yorba Linda WD,2015,Oct,,Orange,
South Coast,Yorba Linda Water District,Stage 3,2015-09-15,72500,Yes,410318633.90694004,728766716.4855001,0.36,74.0,139.60266165109684,2.0,119,119,2,0,Yorba Linda WD,2015,Sep,,Orange,
South Coast,Yorba Linda Water District,Stage 3,2015-08-15,72500,Yes,449665193.71719,767673376.8693001,0.36,74.0,148.054390812334,2.0,76,142,4,0,Yorba Linda WD,2015,Aug,,Orange,
South Coast,Yorba Linda Water District,Stage 3,2015-07-15,72500,Yes,433362846.82438004,765359831.7376001,0.36,74.0,142.68676602893936,2.0,100,274,4,0,Yorba Linda WD,2015,Jul,,Orange,
South Coast,Yorba Linda Water District,Stage 3,2015-06-15,72500,Yes,442441067.5806,711985367.995,0.36,74.0,150.53167356765243,2.0,88,134,2,0,Yorba Linda WD,2015,Jun,,Orange,
South Coast,Yorba Linda Water District,Stage 3,2015-05-15,73500,Yes,398597758.07775,616892146.05359,,74.0,129.45461530723503,2.0,100,66,8,0,Yorba Linda WD,2015,May,,Orange,
South Coast,Yorba Linda Water District,Stage 1,2015-04-15,72500,Yes,463438933.53648,517650835.44647,,74.0,157.67577508827367,3.0,55,23,1,0,Yorba Linda WD,2015,Apr,,Orange,
South Coast,Yorba Linda Water District,Stage 1,2015-03-15,73990,Yes,280427738.0762,287563884.32750005,,100.0,122.26052259729956,3.0,23,23,0,0,Yorba Linda WD,2015,Mar,,Orange,
South Coast,Yorba Linda Water District,Stage 1,2015-02-15,72399,Yes,406695166.0387,408910955.74230003,,75.0,150.4664500738097,,0,0,0,0,Yorba Linda WD,2015,Feb,,Orange,
South Coast,Yorba Linda Water District,Stage 1,2015-01-15,72399,Yes,400243307.7841,376553909.0412,,80.0,142.66577653998965,,0,0,0,0,Yorba Linda WD,2015,Jan,,Orange,
South Coast,Yorba Linda Water District,Stage 1,2014-12-15,72399,Yes,280949100.35940003,468476596.59790003,,76.0,95.13645762935775,,0,0,0,0,Yorba Linda WD,2014,Dec,,Orange,
South Coast,Yorba Linda Water District,Stage 1,2014-11-15,72399,Yes,495391924.4681,516246415.7961,,74.0,168.78226868068805,,0,0,0,0,Yorba Linda WD,2014,Nov,,Orange,
South Coast,Yorba Linda Water District,Stage 1,2014-10-15,72399,Yes,626547123.8356,636550762.6445,,72.0,200.9981108996034,,0,0,0,0,Yorba Linda WD,2014,Oct,,Orange,
South Coast,Yorba Linda Water District,Stage 1,2014-09-15,72399,Yes,676891169.3071,728766716.4855001,,71.0,221.2704274037123,,0,0,0,0,Yorba Linda WD,2014,Sep,,Orange,
South Coast,Yorba Linda Water District,Stage 1,2014-08-15,73990,Yes,725964394.2133001,767673376.8693001,,67.0,212.0583619071937,,0,0,0,0,Yorba Linda WD,2014,Aug,,Orange,
South Coast,Yorba Linda Water District,Permanent Restrictions Only,2014-07-15,73990,Yes,766435141.4467,765359831.7376001,,68.0,227.22159323350408,,0,0,0,0,Yorba Linda WD,2014,Jul,,Orange,
South Coast,Yorba Linda Water District,Permanent Restrictions Only,2014-06-15,73990,Yes,748904334.6741002,711985367.995,,67.0,226.05122504466692,,0,0,0,0,Yorba Linda WD,2014,Jun,,Orange,
South Coast,Long Beach  City of,2,2017-01-15,488132,Yes,1172413434.3460002,1413217638.8990002,0.0,71.0,55.00981215192586,2.0,126,6,0,0,Long Beach  City of,2017,Jan,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,2,2016-12-15,487868,Yes,1258764062.5010002,1474477707.1750002,0.0,73.0,60.757957905174386,2.0,186,5,0,0,Long Beach  City of,2016,Dec,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,2,2016-11-15,487603,Yes,1344137136.375,1536389478.305,0.0,64.0,58.80793509473896,2.0,363,0,0,0,Long Beach  City of,2016,Nov,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,2,2016-10-15,487339,Yes,1489792724.2440002,1734832997.348,0.0,65.0,64.09827528539617,2.0,351,29,0,0,Long Beach  City of,2016,Oct,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,2,2016-09-15,487074,Yes,1518467649.8200002,1780126345.7010002,0.0,64.0,66.5072997727108,3.0,342,0,0,0,Long Beach  City of,2016,Sep,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,2,2016-08-15,486810,Yes,1598952952.289,1840408859.696,0.0,69.0,73.1077791547083,3.0,391,10,0,0,Long Beach  City of,2016,Aug,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,2,2016-07-15,478306,Yes,1597975398.0080001,1824116288.3460002,0.0,61.0,65.74040891253446,3.0,320,0,0,0,Long Beach  City of,2016,Jul,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,2,2016-06-15,486281,Yes,1487511764.255,1765137180.0590003,0.0,68.0,69.33631649830723,3.0,385,2,0,0,Long Beach  City of,2016,Jun,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,3,2016-05-15,486016,Yes,1438308198.778,1731248631.651,0.09,59.0,56.32376879660806,2.0,453,2,0,0,Long Beach  City of,2016,May,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,3rd level,2016-04-15,485752,Yes,1344462987.802,1611335306.515,0.09,63.0,58.12373957048453,2.0,570,0,0,0,Long Beach  City of,2016,Apr,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,3rd level,2016-03-15,485487,Yes,1300473045.157,1542906506.845,0.09,69.0,59.622632409500746,2.0,654,1,0,0,Long Beach  City of,2016,Mar,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,3rd level,2016-02-15,485223,Yes,1210009947.268138,1310574439.394,0.16,60.0,53.436841584832635,2.0,637,0,0,0,Long Beach  City of,2016,Feb,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,3rd level,2016-01-15,484958,Yes,1228785731.217,1413217638.8990002,0.16,66.0,53.945382074538145,2.0,456,0,0,0,Long Beach  City of,2016,Jan,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,3rd level,2015-12-15,484694,Yes,1329473822.16,1474477707.1750002,0.16,73.0,64.59119403015431,2.0,795,3,0,0,Long Beach  City of,2015,Dec,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,3rd level,2015-11-15,484429,Yes,1358474599.163,1536389478.305,0.16,56.0,52.3465616585905,2.0,866,0,0,0,Long Beach  City of,2015,Nov,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,3rd level,2015-10-15,484165,Yes,1452319810.1390002,1734832997.348,0.16,68.0,65.79851449565948,2.0,1408,6,2,0,Long Beach  City of,2015,Oct,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,3rd level,2015-09-15,483900,Yes,1448409593.015,1780126345.7010002,0.16,68.0,67.84587196047394,2.0,1678,29,2,0,Long Beach  City of,2015,Sep,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,3rd level,2015-08-15,483636,Yes,1513579878.4150002,1840408859.696,0.16,58.0,58.553522222437884,2.0,1726,35,2,0,Long Beach  City of,2015,Aug,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,3rd stage,2015-07-15,483371,Yes,1478713775.726,1824116288.3460002,0.16,69.0,68.09119004035837,2.0,2260,14,0,0,Long Beach  City of,2015,Jul,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,"3rd level (although called ""Stage 2')",2015-06-15,483107,Yes,1423319033.1360002,1765137180.0590003,0.16,69.0,67.76208533953762,2.0,2138,0,0,0,Long Beach  City of,2015,Jun,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,Level 3 (Stage 2),2015-05-15,482842,Yes,1392363147.571,1731248631.651,,62.0,57.67365504951931,2.0,1465,9,3,0,Long Beach  City of,2015,May,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,Level 3 (Stage 2),2015-04-15,482578,Yes,1514231581.269,1611335306.515,,61.0,63.80186308908197,2.0,1766,15,2,0,Long Beach  City of,2015,Apr,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,2nd level (Stage 1),2015-03-15,482313,Yes,1503152632.7510002,1542906506.845,,58.0,58.309647201765586,2.0,493,13,4,0,Long Beach  City of,2015,Mar,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,2nd level (Stage 1),2015-02-15,482049,Yes,1292326759.482,1310574439.394,,67.0,64.15018633649129,2.0,240,0,0,0,Long Beach  City of,2015,Feb,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,2nd level (Stage 1),2015-01-15,481784,Yes,1364991627.703,1413217638.8990002,,65.0,59.40585862912131,2.0,128,0,0,0,Long Beach  City of,2015,Jan,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,2nd level (Stage 1),2014-12-15,481607,Yes,1302102302.292,1474477707.1750002,,71.0,61.92256975603385,2.0,132,0,0,0,Long Beach  City of,2014,Dec,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,2nd level (Stage 1),2014-11-15,481430,Yes,1456881730.117,1536389478.305,,65.0,65.56668844733746,2.0,221,0,0,0,Long Beach  City of,2014,Nov,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,1st level (Imminent Shortage),2014-10-15,481253,Yes,1614593820.785,1734832997.348,,61.0,66.01733329312803,3.0,543,0,0,0,Long Beach  City of,2014,Oct,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,1st level (Imminent Shortage),2014-09-15,481076,Yes,1666078346.2510002,1780126345.7010002,,68.0,78.4999511823967,3.0,1042,0,0,0,Long Beach  City of,2014,Sep,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,1st level (Imminent Shortage),2014-08-15,480899,Yes,1715281911.7280002,1840408859.696,,64.0,73.63764891587927,3.0,905,0,0,0,Long Beach  City of,2014,Aug,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,1st level (Imminent Shortage),2014-07-15,480722,Yes,1746237797.2930002,1824116288.3460002,,70.0,82.02490434784856,3.0,904,0,0,0,Long Beach  City of,2014,Jul,City,Los Angeles,Long Beach
South Coast,Long Beach  City of,1st level (Imminent Shortage),2014-06-15,480545,Yes,1691168906.13,1765137180.0590003,,64.0,75.07781788893861,3.0,273,0,0,0,Long Beach  City of,2014,Jun,City,Los Angeles,Long Beach
San Joaquin River,"Los Banos, City of",2,2017-01-15,37168,Yes,113848000.0,121426000.0,0.24,69.0,68.17789843500479,2.0,0,0,0,0,Los Banos City of,2017,Jan,City,Merced,Los Banos
San Joaquin River,"Los Banos, City of",2,2016-12-15,37168,Yes,120428000.0,124110000.0,0.24,69.0,72.11833280102204,2.0,0,0,0,0,Los Banos City of,2016,Dec,City,Merced,Los Banos
San Joaquin River,"Los Banos, City of",,2016-11-15,37168,Yes,143138000.0,180075000.0,0.24,65.0,83.44068374228728,2.0,0,0,0,0,Los Banos City of,2016,Nov,City,Merced,Los Banos
