Hydrologic Region,Utility,Stage Invoked,Date,Population,Mandatory Restrictions,Production,Production 2013,Conservation target,% Residential,GPCD,Days allowed per week,Complaints,Warnings,Penalties,Penalties Assessment Rate,Utility_name,Year,Month,Type,County,City
South Coast,Golden State Water Company Florence Graham,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2017-01-15,65492,Yes,116850321.72220002,128874239.37850001,0.0,81.4,46.84943636645639,3.0,1,0,0,0,Golden State WC Florence Graham,2017,Jan,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-12-15,65492,Yes,119391962.8528,127440493.09970002,0.0,78.9,46.398308530595806,3.0,2,1,0,0,Golden State WC Florence Graham,2016,Dec,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-11-15,65492,Yes,121184145.7013,126886545.6738,0.0,78.9,48.664616013317506,3.0,0,0,0,0,Golden State WC Florence Graham,2016,Nov,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-10-15,65492,Yes,130796762.7978,139171144.4717,0.0,78.4,50.50834183809459,3.0,2,1,0,0,Golden State WC Florence Graham,2016,Oct,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-09-15,65492,Yes,134087862.21050002,149663560.42110002,0.0,80.1,54.665393040682076,3.0,3,3,0,0,Golden State WC Florence Graham,2016,Sep,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-08-15,65492,Yes,141452104.4607,155072694.10930002,0.0,81.9,57.06152416217953,3.0,8,3,0,0,Golden State WC Florence Graham,2016,Aug,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-07-15,65492,Yes,141158838.1764,156115418.6757,0.0,79.2,55.06597202500419,3.0,9,5,0,0,Golden State WC Florence Graham,2016,Jul,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-06-15,65492,Yes,133924936.49700001,146730897.57810003,0.0,80.7,55.007951990614124,2.0,8,5,0,0,Golden State WC Florence Graham,2016,Jun,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-05-15,65492,Yes,129134920.52010001,146698312.4354,0.08,80.7,51.32952995969009,2.0,3,0,0,0,Golden State WC Florence Graham,2016,May,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-04-15,65492,Yes,123139254.2633,139822847.3257,0.08,80.1,50.201827533593566,2.0,0,0,0,0,Golden State WC Florence Graham,2016,Apr,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-03-15,65492,Yes,122389795.98120001,136596918.19840002,0.08,79.6,47.985312956734035,2.0,4,3,0,0,Golden State WC Florence Graham,2016,Mar,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-02-15,65492,Yes,112506385.11260693,116622225.7233,0.08,80.3,49.26590120354032,2.0,0,0,0,0,Golden State WC Florence Graham,2016,Feb,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-01-15,65492,Yes,119294207.42470002,128874239.37850001,0.08,81.4,47.82927678125958,2.0,1,0,0,0,Golden State WC Florence Graham,2016,Jan,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2015-12-15,65492,Yes,122259455.4104,127440493.09970002,0.08,78.9,47.51267838613414,2.0,1,0,0,0,Golden State WC Florence Graham,2015,Dec,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2015-11-15,65492,Yes,122161699.9823,126886545.6738,0.08,78.9,49.05717812151851,2.0,3,1,0,0,Golden State WC Florence Graham,2015,Nov,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2015-10-15,65492,Yes,129688867.94600001,139171144.4717,0.08,78.4,50.080518314802305,2.0,4,2,0,0,Golden State WC Florence Graham,2015,Oct,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2015-09-15,65492,Yes,130633837.0843,149663560.42110002,0.08,80.1,53.25724439856486,2.0,10,2,0,0,Golden State WC Florence Graham,2015,Sep,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2015-08-15,65492,Yes,137378961.62320003,155072694.10930002,0.08,81.9,55.41842567789655,2.0,9,2,0,0,Golden State WC Florence Graham,2015,Aug,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2015-07-15,65492,Yes,133045137.64410001,156115418.6757,0.08,79.2,51.90082266345617,2.0,7,0,0,0,Golden State WC Florence Graham,2015,Jul,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2015-06-15,65492,Yes,128613558.2369,146730897.57810003,0.08,80.7,52.82637141288417,2.0,4,0,0,0,Golden State WC Florence Graham,2015,Jun,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2 of the WSCP; Stage 0 of CPUC Schedule 14.1,2015-05-15,65492,Yes,127538248.52780001,146698312.4354,,80.7,50.694872637453194,2.0,2,0,0,0,Golden State WC Florence Graham,2015,May,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2,2015-04-15,65492,Yes,128418047.38070002,139822847.3257,,80.1,52.353903760225535,2.0,2,0,0,0,Golden State WC Florence Graham,2015,Apr,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2,2015-03-15,65492,Yes,132197923.93390001,136596918.19840002,,79.6,51.83078132733493,7.0,3,0,0,0,Golden State WC Florence Graham,2015,Mar,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2,2015-02-15,65492,Yes,115449160.58610001,116622225.7233,,80.3,50.55452571668421,7.0,0,0,0,0,Golden State WC Florence Graham,2015,Feb,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2,2015-01-15,65492,Yes,125648310.25120002,128874239.37850001,,81.4,50.37686185974786,7.0,0,0,0,0,Golden State WC Florence Graham,2015,Jan,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2,2014-12-15,65492,Yes,125322458.82420002,127440493.09970002,,78.9,48.703028004550085,7.0,0,0,0,0,Golden State WC Florence Graham,2014,Dec,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2,2014-11-15,65492,Yes,129721453.08870001,126886545.6738,,78.9,52.09299175827292,7.0,0,0,0,0,Golden State WC Florence Graham,2014,Nov,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2,2014-10-15,65492,Yes,142201562.7428,139171144.4717,,78.4,54.91240751904453,7.0,0,0,0,0,Golden State WC Florence Graham,2014,Oct,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2,2014-09-15,65492,Yes,146111779.8668,149663560.42110002,,80.1,59.56734444578819,7.0,0,0,0,0,Golden State WC Florence Graham,2014,Sep,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2,2014-08-15,65492,Yes,152433297.55060002,155072694.10930002,,81.9,61.491317675806464,7.0,0,0,0,0,Golden State WC Florence Graham,2014,Aug,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2,2014-07-15,65492,Yes,148751176.4255,156115418.6757,,79.2,58.02773829504712,7.0,0,0,0,0,Golden State WC Florence Graham,2014,Jul,,Los Angeles,FLorence Graham
South Coast,Golden State Water Company Florence Graham,Stage 2,2014-06-15,65492,Yes,141843126.17310002,146730897.57810003,,80.7,58.26024696232197,7.0,0,0,0,0,Golden State WC Florence Graham,2014,Jun,,Los Angeles,FLorence Graham
South Lahontan,Golden State Water Company Barstow,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2017-01-15,31209,Yes,95995830.39420001,113885073.73650001,0.0,59.2,58.73980891922865,3.0,0,0,0,0,Golden State WC Barstow,2017,Jan,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-12-15,31209,Yes,104728648.63780001,110919825.7508,0.0,64.8,70.14536162262375,3.0,0,0,0,0,Golden State WC Barstow,2016,Dec,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-11-15,31209,Yes,120174006.27760002,131611391.3653,0.0,52.6,67.51420776273683,3.0,1,1,0,0,Golden State WC Barstow,2016,Nov,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-10-15,31209,Yes,139594751.3268,172929352.30890003,0.0,58.1,83.83081236995406,3.0,1,0,0,0,Golden State WC Barstow,2016,Oct,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-09-15,31209,Yes,166477494.0543,205286399.01000002,0.0,54.0,96.01701089356918,3.0,1,0,0,0,Golden State WC Barstow,2016,Sep,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-08-15,31209,Yes,202255980.73890004,240706449.12490004,0.0,59.7,124.80562420592418,3.0,1,1,0,0,Golden State WC Barstow,2016,Aug,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-07-15,31209,Yes,193946769.35040003,275442211.2431,0.0,53.7,107.65031090200907,3.0,9,7,0,0,Golden State WC Barstow,2016,Jul,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-06-15,31209,Yes,178794677.99490002,239370458.27420002,0.0,57.7,110.18672947232884,1.0,10,5,0,0,Golden State WC Barstow,2016,Jun,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-05-15,31209,Yes,146209535.2949,206557219.5753,0.2,53.5,80.85147210716875,1.0,3,0,0,0,Golden State WC Barstow,2016,May,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-04-15,31209,Yes,114895213.16020001,174330513.44500002,0.2,56.4,69.21176607426575,1.0,0,0,0,0,Golden State WC Barstow,2016,Apr,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-03-15,31209,Yes,115546916.01420002,141224008.4618,0.2,57.9,69.15050804433152,1.0,2,2,0,0,Golden State WC Barstow,2016,Mar,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-02-15,31209,Yes,97058780.22158623,105380351.4918,0.24,64.8,71.97338860995669,1.0,1,0,0,0,Golden State WC Barstow,2016,Feb,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-01-15,31209,Yes,94236232.6884,113885073.73650001,0.24,59.2,57.663111810729546,1.0,2,1,0,0,Golden State WC Barstow,2016,Jan,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2015-12-15,31209,Yes,101209453.22620001,110887240.60810001,0.24,64.8,67.78826795266627,1.0,4,2,0,0,Golden State WC Barstow,2015,Dec,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2015-11-15,31209,Yes,110072612.04060002,131611391.3653,0.24,52.6,61.83920656792978,2.0,9,2,0,0,Golden State WC Barstow,2015,Nov,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2015-10-15,31209,Yes,141484689.60340002,172929352.30890003,0.24,58.1,84.96577668308605,2.0,11,5,0,0,Golden State WC Barstow,2015,Oct,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2015-09-15,31209,Yes,166542664.3397,205286399.01000002,0.24,54.0,96.05459829262715,2.0,5,2,0,0,Golden State WC Barstow,2015,Sep,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2015-08-15,31209,Yes,189710700.79940003,240706449.12490004,0.24,59.7,117.06433770370398,2.0,12,4,0,0,Golden State WC Barstow,2015,Aug,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2015-07-15,31209,Yes,174428268.8731,275442211.2431,0.24,53.7,96.81655145471346,2.0,26,0,0,0,Golden State WC Barstow,2015,Jul,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2015-06-15,31209,Yes,181303733.9828,239370458.27420002,0.24,57.7,111.73299850264947,2.0,12,0,0,0,Golden State WC Barstow,2015,Jun,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2 of the WSCP; Stage 0 of CPUC Schedule 14.1,2015-05-15,31209,Yes,167129196.9083,206557219.5753,,53.5,92.4197014570244,2.0,7,0,0,0,Golden State WC Barstow,2015,May,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2,2015-04-15,31209,Yes,148686006.1401,174330513.44500002,,56.4,89.56701321522252,2.0,4,0,0,0,Golden State WC Barstow,2015,Apr,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2,2015-03-15,31209,Yes,130470911.3708,141224008.4618,,57.9,78.08196114199193,7.0,1,0,0,0,Golden State WC Barstow,2015,Mar,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2,2015-02-15,31209,Yes,100166728.6598,105380351.4918,,64.8,74.27807016697382,7.0,0,0,0,0,Golden State WC Barstow,2015,Feb,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2,2015-01-15,31209,Yes,100851016.65650001,113885073.73650001,,59.2,61.71069538527246,7.0,0,0,0,0,Golden State WC Barstow,2015,Jan,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2,2014-12-15,31209,Yes,91433910.41620001,110919825.7508,,64.8,61.24078553611769,7.0,0,0,0,0,Golden State WC Barstow,2014,Dec,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2,2014-11-15,31209,Yes,125583139.9658,131611391.3653,,52.6,70.55307937027867,7.0,0,0,0,0,Golden State WC Barstow,2014,Nov,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2,2014-10-15,31209,Yes,166151642.6273,172929352.30890003,,58.1,99.77901780448082,7.0,0,0,0,0,Golden State WC Barstow,2014,Oct,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2,2014-09-15,31209,Yes,190329818.51070002,205286399.01000002,,54.0,109.77399894878401,7.0,0,0,0,0,Golden State WC Barstow,2014,Sep,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2,2014-08-15,31209,Yes,215485548.6751,240706449.12490004,,59.7,132.96916269917455,7.0,0,0,0,0,Golden State WC Barstow,2014,Aug,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2,2014-07-15,31209,Yes,239500798.84500003,275442211.2431,,53.7,132.93511174895272,7.0,0,0,0,0,Golden State WC Barstow,2014,Jul,,San Bernardino,Barstow
South Lahontan,Golden State Water Company Barstow,Stage 2,2014-06-15,31209,Yes,216006910.9583,239370458.27420002,,57.7,133.11970651942187,7.0,0,0,0,0,Golden State WC Barstow,2014,Jun,,San Bernardino,Barstow
South Coast,Golden State Water Company Norwalk,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2017-01-15,44466,Yes,92509220.1253,110072612.04060002,0.0,76.4,51.272987244860666,3.0,1,0,0,0,Golden State WC Norwalk,2017,Jan,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-12-15,44466,Yes,100329654.3733,117925631.4313,0.0,72.8,52.98719600460403,3.0,5,0,0,0,Golden State WC Norwalk,2016,Dec,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-11-15,44466,Yes,110659144.60920002,125974161.67820002,0.0,67.2,55.74517247438673,3.0,1,0,0,0,Golden State WC Norwalk,2016,Nov,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-10-15,44466,Yes,123921297.68810001,142788095.3114,0.0,65.6,58.97392519068109,3.0,1,0,0,0,Golden State WC Norwalk,2016,Oct,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-09-15,44466,Yes,129330431.3763,152270371.83710003,0.0,69.4,67.28385686078668,3.0,2,0,0,0,Golden State WC Norwalk,2016,Sep,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-08-15,44466,Yes,137835153.62100002,157255898.67020002,0.0,68.0,67.9953400149734,3.0,21,21,0,0,Golden State WC Norwalk,2016,Aug,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-07-15,44466,Yes,138291345.6188,155659226.67790002,0.0,68.6,68.8223282555115,3.0,0,0,0,0,Golden State WC Norwalk,2016,Jul,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-06-15,44466,Yes,146730897.57810003,150901795.84370002,0.0,70.1,77.10637281087281,2.0,3,1,0,0,Golden State WC Norwalk,2016,Jun,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-05-15,44466,Yes,115058138.87370002,145720758.15440002,0.08,70.2,58.595558686620606,2.0,0,0,0,0,Golden State WC Norwalk,2016,May,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-04-15,44466,Yes,112516497.74310002,131839487.36420001,0.08,72.0,60.72945499560114,2.0,2,1,0,0,Golden State WC Norwalk,2016,Apr,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-03-15,44466,Yes,104467967.49620001,124051638.2589,0.08,73.1,55.40012756373642,2.0,2,1,0,0,Golden State WC Norwalk,2016,Mar,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-02-15,44466,Yes,97341933.8753931,101470134.3678,0.12,70.6,55.19739424988236,2.0,4,0,0,0,Golden State WC Norwalk,2016,Feb,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2016-01-15,44466,Yes,99124004.0934,110072612.04060002,0.12,76.4,54.93921352549001,2.0,1,0,0,0,Golden State WC Norwalk,2016,Jan,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2015-12-15,44466,Yes,106357905.7728,117925631.4313,0.12,72.8,56.17090216272411,2.0,0,0,0,0,Golden State WC Norwalk,2015,Dec,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2015-11-15,44466,Yes,111147921.74970001,125974161.67820002,0.12,67.2,55.991396734432605,2.0,1,0,0,0,Golden State WC Norwalk,2015,Nov,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2015-10-15,44466,Yes,118316653.14370002,142788095.3114,0.12,65.6,56.30668481918567,2.0,5,0,0,0,Golden State WC Norwalk,2015,Oct,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2015-09-15,44466,Yes,126397768.5333,152270371.83710003,0.12,69.4,65.75814582085954,2.0,6,3,0,0,Golden State WC Norwalk,2015,Sep,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2015-08-15,44466,Yes,129232675.94820002,157255898.67020002,0.12,68.0,63.75165921971264,2.0,11,0,0,0,Golden State WC Norwalk,2015,Aug,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2015-07-15,44466,Yes,118740259.9988,155659226.67790002,0.12,68.6,59.09249862466632,2.0,9,0,0,0,Golden State WC Norwalk,2015,Jul,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2 of the WSCP; Stage 1 of CPUC Schedule 14.1,2015-06-15,44466,Yes,117534609.71890001,150901795.84370002,0.12,70.1,61.763865584903,2.0,6,0,0,0,Golden State WC Norwalk,2015,Jun,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2 of the WSCP; Stage 0 of CPUC Schedule 14.1,2015-05-15,44466,Yes,117534609.71890001,145720758.15440002,,70.2,59.856748848099826,2.0,3,0,0,0,Golden State WC Norwalk,2015,May,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2,2015-04-15,44466,Yes,119163866.8539,131839487.36420001,,72.0,64.3172942134125,2.0,5,0,0,0,Golden State WC Norwalk,2015,Apr,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2,2015-03-15,44466,Yes,113233370.88250001,124051638.2589,,73.1,60.04848511665129,7.0,2,0,0,0,Golden State WC Norwalk,2015,Mar,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2,2015-02-15,44466,Yes,101600474.93860002,101470134.3678,,70.6,57.61218467613426,7.0,0,0,0,0,Golden State WC Norwalk,2015,Feb,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2,2015-01-15,44466,Yes,105966884.06040001,110072612.04060002,,76.4,58.731861402003126,7.0,0,0,0,0,Golden State WC Norwalk,2015,Jan,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2,2014-12-15,44466,Yes,99254344.66420001,117925631.4313,,72.8,52.419291662885314,7.0,0,0,0,0,Golden State WC Norwalk,2014,Dec,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2,2014-11-15,44466,Yes,120076250.84950002,125974161.67820002,,67.2,60.48909321793732,7.0,0,0,0,0,Golden State WC Norwalk,2014,Nov,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2,2014-10-15,44466,Yes,135326097.6331,142788095.3114,,65.6,64.40144920244506,7.0,0,0,0,0,Golden State WC Norwalk,2014,Oct,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2,2014-09-15,44466,Yes,138323930.7615,152270371.83710003,,69.4,71.96270404989656,7.0,0,0,0,0,Golden State WC Norwalk,2014,Sep,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2,2014-08-15,44466,Yes,143374627.88000003,157255898.67020002,,68.0,70.72801325434585,7.0,0,0,0,0,Golden State WC Norwalk,2014,Aug,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2,2014-07-15,44466,Yes,148262399.28500003,155659226.67790002,,68.6,73.78454136724254,7.0,0,0,0,0,Golden State WC Norwalk,2014,Jul,,Los Angeles,Norwalk
South Coast,Golden State Water Company Norwalk,Stage 2,2014-06-15,44466,Yes,139334070.1852,150901795.84370002,,70.1,73.21937600250769,7.0,0,0,0,0,Golden State WC Norwalk,2014,Jun,,Los Angeles,Norwalk
South Coast,Upland  City of,High,2017-01-15,76469,Yes,244367625.95705602,372392976.597516,0.0,75.0,77.31394398817822,2.0,63,26,0,0,Upland  City of,2017,Jan,City,San Bernardino,Upland
South Coast,Upland  City of,High,2016-12-15,76469,Yes,325769142.83452004,431303563.606412,0.0,69.0,94.82261568184232,2.0,51,14,0,0,Upland  City of,2016,Dec,City,San Bernardino,Upland
South Coast,Upland  City of,High,2016-11-15,76469,Yes,434201516.85296404,474560415.55146,0.0,71.0,134.38259380298095,2.0,60,8,0,0,Upland  City of,2016,Nov,City,San Bernardino,Upland
South Coast,Upland  City of,High,2016-10-15,76469,Yes,519685153.21066403,642411303.851492,0.0,70.0,153.4586046664766,2.0,94,35,0,0,Upland  City of,2016,Oct,City,San Bernardino,Upland
South Coast,Upland  City of,High,2016-09-15,76469,Yes,586730805.15406,752235054.493216,0.0,72.0,184.1470311328439,2.0,102,42,0,0,Upland  City of,2016,Sep,City,San Bernardino,Upland
South Coast,Upland  City of,High,2016-08-15,76469,Yes,663989610.3435,827619241.5009681,0.0,71.0,198.87149013109888,2.0,47,7,0,0,Upland  City of,2016,Aug,City,San Bernardino,Upland
South Coast,Upland  City of,High,2016-07-15,75670,Yes,637082181.7739401,809950254.489208,0.0,70.0,190.1113609781684,2.0,27,3,0,0,Upland  City of,2016,Jul,City,San Bernardino,Upland
South Coast,Upland  City of,High,2016-06-15,76469,Yes,553890576.5849121,714361184.3659761,0.0,71.0,171.4255926694859,2.0,67,0,0,0,Upland  City of,2016,Jun,City,San Bernardino,Upland
South Coast,Upland  City of,High,2016-05-15,76469,Yes,450762638.929736,645301028.526616,0.34,71.0,135.0078921460953,2.0,48,5,0,0,Upland  City of,2016,May,City,San Bernardino,Upland
South Coast,Upland  City of,High,2016-04-15,76469,Yes,407060696.07562804,550612612.948776,0.34,70.0,124.20827928221004,2.0,48,10,0,0,Upland  City of,2016,Apr,City,San Bernardino,Upland
South Coast,Upland  City of,High,2016-03-15,76469,Yes,348714888.287472,484416748.01830804,0.34,72.0,105.91461248559075,2.0,30,5,0,0,Upland  City of,2016,Mar,City,San Bernardino,Upland
